job_title,company,location,summary,state
Special Inspector / Technician,"Kleinfelder, Inc.","Irving, TX","We're looking for a person with strong initiative, who will perform routine to complex inspection and testing of construction materials in the field, in order…",TX
Environmental Construction Manager,Freese & Nichols Inc,"Dallas, TX",Freese and Nichols’ is currently searching for an environmental scientist with a combination of field survey and construction project oversight experience in…,TX
Staff Mechanical Engineer - Mission Critical,Burns & McDonnell,"Dallas, TX","Burns & McDonnell has exciting opportunities for Mechanical Engineers interested in growing their careers in one of the most fast paced, innovative companies…",TX
Senior Data Engineer - (DESC),Precocity,"Dallas, TX",Work with data scientists to operationalize and scale machine learning training and scoring components by joining and aggregating data from multiple datasets to…,TX
Construction Materials Technician,"Giles Engineering Associates, Inc.","Dallas, TX","This position requires good organizational and communication skills, a positive attitude, and a strong desire to learn. Above average attention to detail.",TX
"Medicare Insurance Agent – Industry-best comp plan, total work freedom",ASSURANCE Independent Agents,"Dallas, TX","Access to our proprietary system (includes no dialing, product recommendations, analytics, and constant platform improvement). But insurance plans are not.",TX
Data Scientist,Verizon,"Irving, TX","Experience in machine learning and statistical modeling. You will work closely with a team of talented data scientists, Big Data engineers, and software…",TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","We are seeking someone with a strong background in the theory and application of deep learning for image segmentation and classification, machine learning…",TX
Lead Data Scientist,ITL USA,"Plano, TX","R & Python as a language is practically usable for anything, we are looking for application • Development and Extract/Transform/Load experience using Python.",TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX","Must have hands-on implementation of various advanced models, leveraging board spectrum of statistical, machine learning and cognitive computing methods.",TX
Data Scientist,NTT DATA Services,"Plano, TX","Designing and executing processes related to machine learning and predictive modeling, data mining, and research on large scale complex data sets using…",TX
AAI – Data Science – Senior Manager,Deloitte,"Dallas, TX","Advanced analytical experience in retail operations analytics, retail workforce analytics, marketing mix modeling, customer analytics, and/or procurement,…",TX
Senior Technical Consultant - Machine Learning,MathWorks,"Plano, TX","Project work may also involve computer vision, signal processing, optimization, system simulation, and/or deep learning.",TX
Senior Machine Learning Engineer,"Kalkomey Enterprises, LLC","Dallas, TX","Kalkomey Enterprises, the industry leader in online recreational safety and education, is hiring its first Senior Machine Learning Engineer to help maximize…",TX
Specialist Software Engineer-Machine Learning( Full stack Developer),Gurutech Solutions,"Dallas, TX",Specialist Software Engineer-Machine Learning( Full stack Developer). … Exp in Hadoop Admin + Hive / Spark / Sqoop / Flume / MongoDB / Hbase.,TX
"Sr Manager, Software Engineering - Center for Machine Learning",Capital One - US,"Plano, TX","As a Senior Manager in C4ML, you will manage teams that build fast data and machine learning solutions to create and improve some of the most interesting use…",TX
Natural Language Processing (NLP) Chatbot Team Manager (Analytics Manager 4),Wells Fargo,"Irving, TX","You will be leveraging unstructured data such as emails, text messages, notes, voice data, and semi-structured data in combination of structured data to build…",TX
"Senior Automation Engineer, Machine Learning Services",Broadcom,"Plano, TX","Embedded intelligence and a modern, easy-to-use collaboration hub provide actionable insights, helping novice IT Ops staff triage and analyze root cause faster.",TX
AI/ML Cloud Deployment Engineer - Architect,Deloitte,"Dallas, TX","The role of the AI/ML Deployment Engineer is to create… Knowledge of machine learning, information retrieval, analytics, statistics, deep learning techniques.",TX
AI/ML Cloud Deployment Engineer- Senior Engineer,Deloitte,"Dallas, TX","The role of the AI/ML Deployment Engineer is to create… Knowledge of machine learning, information retrieval, analytics, statistics, deep learning techniques.",TX
AI/ML Cloud Deployment Engineer - Senior Architect,Deloitte,"Dallas, TX","The role of the AI/ML Deployment Engineer is to create… Knowledge of machine learning, information retrieval, analytics, statistics, deep learning techniques.",TX
Data Scientist,Verizon,"Irving, TX",You’ll drive profitable growth and business innovation by applying cutting edge machine… Be a subject matter expert on machine learning and predictive modeling.,TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX",S5's R&D team is responsible for creating massively parallel systems while leveraging the deep understanding of distributed computing and machine learning.,TX
Data Scientist,HUNTER Technical Resources,"Addison, TX",Partner with Director of Marketing Analytics to identify practical opportunities to leverage large data sets and employ big data analytics techniques to improve…,TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","They will work with a small team of clinical researchers, medical doctors, data scientists, and medical device engineers to analyze multidimensional image data…",TX
Data Scientist,NTT DATA Services,"Plano, TX","Designing and executing processes related to machine learning and predictive modeling, data mining, and research on large scale complex data sets using…",TX
Lead Data Scientist,ITL USA,"Plano, TX","Excellent hands on R & Python experience. R & Python as a language is practically usable for anything, we are looking for application • Development and Extract…",TX
NLP Data Scientist /Analytic Consultant 4,Wells Fargo,"Dallas, TX",The ideal candidate will be able to think outside the box to uncover new ways to analyze unstructured data leveraging our Open Source Data Science Platform …,TX
Data Scientist,Verizon,"Irving, TX","Experience in machine learning and statistical modeling. You will work closely with a team of talented data scientists, Big Data engineers, and software…",TX
Lead Data Scientist,ITL USA,"Plano, TX","R & Python as a language is practically usable for anything, we are looking for application • Development and Extract/Transform/Load experience using Python.",TX
Information Security Engineer 6: Security Content Development,Wells Fargo,"Irving, TX",We are looking for the professional who is able to combine broad IT and cyber security experience with their passion for data quality and comprehensive security…,TX
"Research Engineer/Principal Research Engineer, Communication Systems",Collinear,"Dallas, TX","In our dynamic, fast-paced environment, the ideal candidate will be high energy, resourceful and skilled at the design, modeling, simulation, and analysis of…",TX
Senior Electrical Engineer,Burns & McDonnell,"Dallas, TX","At Burns & McDonnell, you’ll have the opportunity to make a difference every day while fulfilling your personal and professional ambitions.",TX
"Senior Automation Engineer, Machine Learning Services",Broadcom,"Plano, TX",This machine-learning based environment uses a wide set of data collectors and data science algorithms to provide additional time on the clock to remediate…,TX
